pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Molise;2016;C22E10000090002;;Regionale;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;75330944;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;3;RECUPERO;14094002;ITF21;Regionale;LAVORI DI RECUPERO DI UN FABBRICATO DA DESTINARE ALLA REALIZZAZIONE DI N. 5 ALLOGGI DI ERP NEL COMUNE DI AGNONE (IS) VIA CAVOUR.;LAVORI DI RECUPERO DI UN FABBRICATO PER CIVILE ABITAZIONE DA DESTINARE ALLA REALIZZAZIONE DI N. 5 ALLOGGI DI ERP NEL COMUNE DI AGNONE VIA CAVOUR.;Mq;64935;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45200000-9;No;43.993.069,00;22.991.025,00;168.912,00;Si;36.528.431,00;2838;N;;43993;43993;;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2010;03/01/2011;18/04/2016;FABBRICATO PER CIVILE ABITAZIONE IN VIA CAVOUR.;No;;VIA CAVOUR;99;DELIBERE DI GIUNTA REGIONALE N. 196 DEL 16.06.1992 N. 24 DEL 21.01.1997 E N. 1304 DEL 26.09.2005;;Art.4 c. 2 Lett. g);;7,53309E+14;418.010.092.238.792;143.602.825.520.011
Regione Molise;2016;H56E12000610001;;Regionale;Amministrazione Provinciale di Isernia;80051970947;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;14094023;;Nazionale;Messa in sicurezza e alla prevenzione e riduzione del rischio connesso alla vulnerabilit� Istituto Statale d'Arte G. Manuppella di Isernia D. Cipe 6/2012 - Aula Magna e Sistemazione;MESSA IN SICUREZZA  E ALLA PREVENZIONE E RIDUZIONE DEL RISCHIO CONNESSO ALLA VULNERABILITA DEGLI ELEMENTI ANCHE NON STRUTTURALI DEGLI EDIFICI SCOLASTICI;Mq;270;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;;No;145.160,00;12.312.286,00;11.817.579,00;Si;300.000,00;2793;N;;14516;14516;Si;;;;;;;Si;;;;;No;No;;;In progetto per l'opera;No;;2012;05/07/2012;;"ISTITUTO D'ARTE ""G. MANUPPELLA"" ISERNIA";No;;VIA BERTA;99;PROGRAMMA LLPP;;Art.4 c. 2 Lett. g);;8,01E+45;416.072.460.469.527;142.161.795.066.126
Regione Piemonte;2016;J41B07000290003;;Regionale;AMMINISTRAZIONE PROVINCIALE DI TORINO;1907990012;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001024;ITC11;Regionale;'Variante di Borgaretto alla S.P. n. 143 di Vinovo. II lotto;COLLEGAMENTO VIABILE TRA LA S.P. 174 E LA S.P. 143;Ml;2.314,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;45000000-7;No;415.013.792,00;16.029.365,00;806.903,00;No;;5034;N;;4.150,00;4.150,00;;;Si;;;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;Si;No;2007;19/11/2007;;VARIANTE DI BORGARETTO ALLA S.P. N. 143 II LOTTO;No;;S.P. 174-S.P. 143;0;;;Art.4 c. 2 Lett. g);;;450.162.918.792.695;759.021.823.828.869
Regione Molise;2016;C75B14000010005;;Regionale;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;75330944;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;3;RECUPERO;14094052;;Regionale;LAVORI DI CONSOLIDAMENTO STATICO RECUPERO DELL'ESISTENTE ED ADEGUAMENTO IGIENICO FUNZIONALE PER LA REALIZZAZIONE DI ALLOGGI DI ERP NEL CENTRO STORICO DEL COMUNE DI VENAFRO (IS). LOTTO 4/A;LAVORI DI CONSOLIDAMENTO STATICO RECUPERO DELL?ESISTENTE ED ADEGUAMENTO IGIENICO FUNZIONALE PER LA REALIZZAZIONE DI ALLOGGI DI ERP NEL CENTRO STORICO DEL COMUNE DI VENAFRO. LOTTO 4/A;Mq;820;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45200000-9;No;905.000,00;58.986.095,00;28.634.623,00;Si;853.200,00;1984;N;;905;905;;;;;Si;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2014;28/03/2014;25/01/2016;FABBRICATO DI ERP NEL CENTRO STORICO DEL COMUNE DI VENAFRO. LOTTO 4/A;No;;VIA CENTRO STORICO;99;FONDI O.M. 905/87;;Art.4 c. 2 Lett. g);;7,53309E+14;414.688.828.427.319;140.411.401.393.362
Regione Molise;2016;G17H03000130001;;Regionale;A.S.Re.M. (Azienda Sanitaria Regionale Molise) - Direttore U.O.C. Tecnico-Manutentiva;1546900703;2;REALIZZAZIONE E ACQUISTO DI SERVIZI;a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;11;STUDI E PROGETTAZIONI (INCLUDE REALIZZAZIONE DI APPLICATIVI INFORMATICI);0;ITF21;Regionale;A.S.Re.M. - Ospedale ex Asl N�1 Alto Molise di Agnone (IS);Completamento Ospedale ex ASL N�1 di Agnone Via Civitelle snc 86081 Agnone (IS) (Attuale A.S.Re.M. - Azienda Sanitaria Regionale del Molise). ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stato Attuale dell'opera: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- realizzazione struttura in c.a.; ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- realizzazione manto impermeabile e copertura con coppi; ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- realizzazioni tompagni;""";npl;40.000.000,00;10;1;SERVIZI E TECNOLOGIE PER L'INFORMAZIONE E LE COMUNICAZIONI;7;SISTEMI INFORMATIVI E TELEMATICI PER LA P.A.;85100000-0;No;50.000.000,00;40.000.000,00;8.000.000,00;Si;42.000.000,00;976;N;;1.105,00;1.105,00;Si;;;;;;;Si;No;Si;No;No;No;Si;;;In progetto per l'opera;No;;2003;30/12/2003;;INTERO TERRITORIO NAZIONALE;;;INTERO TERRITORIO NAZIONALE.;0;;REALIZZAZIONE SPAZIO WEB APPLICAZIONE DEDICATA E SERVIZIO DI HELP-DESK PER LA GENERAZIONE DEI CODICI CUP. IN ATTUAZIONE DELL'ART. 11 DELLA LEGGE 3/2003 E DELLA DELIBERA CIPE 143/2002;Art.4 c. 2 Lett. g);;1,55E+42;;;;;;;;;;;;;;;;;;
Regione Molise;2016;C13I14000000001;;Regionale;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;75330944;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;14094028;ITF21;Regionale;LAVORI DI COSTRUZIONE DI  UN FABBRICATO A N. 4 ALLOGGI DI ERP NEL COMUNE DI MONTAQUILA (IS) FRAZIONE ROCCARAVINDOLA.;LAVORI DI COSTRUZIONE DI UN FABBRICATO A N. 4 ALLOGGI DI ERP NEL COMUNE DI MONTAQUILA (IS) FRAZIONE ROCCARAVINDOLA.;Mq;36064;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45200000-9;No;45.714.091,00;33.279.091,00;1.672.163,00;Si;50.076.949,00;201;N;;45714;45714;Si;;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2014;28/03/2014;25/01/2016;FABBRICATO A N. 4 ALLOGGI DI ERP.;No;;FRAZIONE ROCCARAVINDOLA;99;LEGGE 457/78;;Art.4 c. 2 Lett. g);;7,53309E+14;415.515.136.026.753;141.105.834.259.166
Regione Piemonte;2016;J36G08000260003;;Regionale;CITTA' METROPOLITANA DI TORINO;1907990012;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001301;;Regionale;SP 1 DIRETTISSIMA DELLE VALLI DI LANZO. SP 24 DI VILLANOVA.  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"REALIZZAZIONE DI NUOVE INTERSEZIONI E MESSA IN SICUREZZA""";SP. 1 DIRETTISSIMA DELLE VALLI DI LANZO. SP. 24 DI VILLANOVA. REALIZZAZIONE DI NUOVE INTERSEZIONI E MESSA IN SICUREZZA. II LOTTO;Mq;1.500,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;45233200-1;No;1.840.700,00;86.768.236,00;28.147.594,00;Si;860.000,00;1629;N;;18.407,00;18.407,00;;;Si;;;;;;;;Si;;Si;Si;;;In progetto per l'opera;No;;2008;20/10/2008;;SP. 1 DIRETTISSIMA DELLE VALLI DI LANZO.;No;;SP. 24 DI VILLANOVA;99;P.T.LL.PP.;;Art.4 c. 2 Lett. e);;;452.366.935.048.319;754.761.104.934.689;;;;;;;;;;;;;;;
Regione Puglia;2016;H38H06000010002;;Regionale;Comune di San Nicandro Garganico;84001770712;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;16071049;;Regionale;Alloggi per immigrati;ALLOGGI PER IMMIGRATI;nu;6;5;10;ABITATIVE;999;ALTRE OPERE DI EDILIZIA ABITATIVA;;No;65.893.706,00;487.000,00;15.991.166,00;No;;3284;;;65894;65894;;Si;;;;;;;;;;Si;Si;Si;;;In progetto per l'opera;No;;2006;30/03/2006;;;No;;;99;PROGRAMMAZIONE TRIENNALE ED ELENCO ANNUALE DELLE OO.PP. - REGIONALE;PROGRAMMAZIONE TRIENNALE ED ELENCO ANNUALE DELLE OO.PP. - REGIONALE;Art.4 c. 2 Lett. e);;8,40E+45;418.431.260.510.192;155.750.951.923.921
Regione Piemonte;2016;D89H09000260003;;Regionale;AMMINISTRAZIONE PROVINCIALE DI VERCELLI;80005210028;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;1002016;ITC12;Regionale;Lavori di realizzazione di un nuovo edificio quale ampliamento del Liceo Scientifico di Borgosesia sito in Viale Varallo;AMPLIAMENTO DEL LICEO SCIENTIFICO DI BORGOSESIA;na;5;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;45214000-0;No;700.000,00;416.531,00;1.614.508,00;Si;800.000,00;1327;N;;700;700;;;Si;;;;;Si;No;No;No;No;Si;No;;;In progetto per l'opera;No;;2009;20/09/2010;;AMPLIAMENTO DEL LICEO SCIENTIFICO DI BORGOSESIA;No;;VIALE VARALLO;99;Piano annuale dei lavori pubblici;;Art.4 c. 2 Lett. e);;;457.308.319.216.486;825.972.914.362.253
Regione Piemonte;2016;I39G13000010008;;Regionale;COMUNE DI RODELLO;81000850040;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;1004196;ITC16;Regionale;Completamento impianto sportivo polivalente;COMPLETAMENTO OPERE;Mq;290;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45400000-1;No;225.000,00;176.277,00;0;No;;0;N;;220;30;Si;;;;;Si;;Si;;;;;Si;No;;;In progetto per l'opera;No;;2013;03/06/2013;;COMPLETAMENTO IMPIANTO SPORTIVO POLIVALENTE;No;;VIA ROMA N. 1/1;0;;;Art.4 c. 2 Lett. e);;;446.284.603.000.327;806.325.822.401.316
Regione Piemonte;2016;D19H05000040003;;Nazionale;Universita degli Studi di Torino;80088230018;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001272;ITC11;Regionale;Project Financing per l'affidamento della concessione per la realizzazione del ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
complesso edilizio in piazzale Aldo Moro (Via ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verdi;" angolo Via Sant'Ottavio) a Torino.""";PROJECT FINANCING PER LA PROGETTAZIONE REALIZZAZIONE E GESTIONE DEL COMPLESSO ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDILIZIO DESTINATO AD ACCOGLIERE SERVIZI ED ATTREZZATURE PER L?UNIVERSIT? DEGLI STUDI DI TORINO ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL PIAZZALE ALDO MORO;" COMPRESO TRA LE VIE VERDI E SANT?OTTAVIO""";Mq;48.327.462,00;5;8;SOCIALI E SCOLASTICHE;85;EDILIZIA UNIVERSITARIA;45214400-4;No;4.778.746.224,00;2.885.716.643,00;0;;;0;N;;4.832.746,00;7.500,00;;;;;Si;Si;;;;;Si;;Si;No;;;In progetto per l'opera;No;;2005;01/03/2011;;PIAZZALE ALDO MORO;No;;VIA SANT'OTTAVIO 12;99;programma triennale 2006-2008;;Art.4 c. 2 Lett. e);;;450.717.497.511.188;767.798.585.079.236;;;;;;;;;;;;;;;
Regione Piemonte;2016;F28G03000010004;;Regionale;CITTA' DI RIVOLI;529840019;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;1001219;ITC11;Regionale;Lavori di completamento del bocciodromo comunale di via Alpignano ang. via Toti e sistemazione aree esterne;LAVORI DI COMPLETAMENTO DEL BOCCIODROMO COMUNALE DI VIA ALPIGNANO ANG. VIA TOTI E SISTEMAZIONE AREE ESTERNE;Mq;2.416,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45000000-7;No;263.376.895,00;230.955.277,00;195.052.829,00;Si;1.000.000,00;5894;N;;2.633,00;2.633,00;;;;Si;;;;No;No;No;Si;Si;No;No;IMPIANTO SPORTIVO / VARIANTE URBANISTICA APPROVATA PER AMMISSIBILITA' DESTINAZIONE ATTIVITA' DEL SETTORE SECONDARIO E TERZIARIO.;;Alternativa per l'opera;No;;2003;23/05/2014;;BOCCIODROMO;No;;VIA TOTI;99;programmazione triennale opere pubbliche 2003-2004-2005;;Art.4 c. 2 Lett. g);;;450.667.465.421.191;752.356.342.852.033
Regione Piemonte;2016;J13B10000070005;;Regionale;Istituto Zooprofilattico Sperimentale del Piemonte Liguria e Valle d'Aosta;5160100011;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;1001272;ITC11;Regionale;Ristrutturazione piano interrato stabulario;"RISTRUTTURAZIONE PIANO INTERRATO PALAZZINA ""F"" PER STABULARIO";Mq;150;5;30;SANITARIE;999;ALTRE OPERE DI EDILIZIA SANITARIA;45454000-4;No;63.834.985,00;55.694.205,00;26.590.233,00;No;;4774;N;;50264;50264;;;;;Si;;;No;Si;No;No;No;No;No;;;In progetto per l'opera;No;;2010;15/09/2010;10/09/2014;RISTRUTTURAZIONE PIANO INTERRATO STABULARIO;No;;VIA BOLOGNA  N? 148;99;Piano triennale lavori;;Art.4 c. 2 Lett. g);;;450.717.497.511.188;767.798.585.079.236
Regione Piemonte;2016;C44B87000000002;;Regionale;AZIENDA SANITARIA LOCALE BI - BIELLA;1810260024;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;1096004;ITC13;Regionale;Laboratorio di Sanit� Pubblica in Biella;REALIZZAZIONE LABORATORIO DI SANIT� PUBBLICA;Mq;4.890,00;5;30;SANITARIE;999;ALTRE OPERE DI EDILIZIA SANITARIA;45215100-8;No;572.479.045,00;427.951.987,00;169.297.048,00;;;3956;N;;635.641,00;635.641,00;;Si;;;;;;;Si;;;;No;No;Possibile destinazione alberghiera e/o commerciale;;Alternativa per l'opera;No;;1987;24/07/2013;;LABORATORIO DI SANIT� PUBBLICA DI BIELLA;No;;VIA BIELLA;0;;STANZIAMENTI REGIONALI;Art.4 c. 2 Lett. g);;;45.592.374.972.252;80.202.328.102.198
Regione Piemonte;2016;G69H06000170003;;Regionale;A.S.L. AT;1120620057;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1005080;ITC17;Regionale;Lavori di realizzazione del nuovo presidio ospedaliero della ValleBelbo;LAVORI DI NUOVA COSTRUZIONE;npl;80;5;30;SANITARIE;111;STRUTTURE OSPEDALIERE;45215140-0;No;39.700.000,00;2.443.229.162,00;933.383.348,00;No;;382;N;;49.300,00;49.300,00;Si;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2006;19/09/2011;;NUOVO P.O. VALLE BELBO;No;;STRADA PROVINCIALE ASTI-CANELLI;1;;;Art.4 c. 2 Lett. g);;;447.695.561.566.798;83.549.613.597.453
Regione Piemonte;2016;F13B12000270004;;Regionale;COMUNE DI PINEROLO;1750860015;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;1001191;ITC11;Regionale;Lavori di ristrutturazione di n�2 alloggi ERP in frazione Abbadia Alpina - Piazza Ploto;Lavori di ristrutturazione di n� 2 alloggi ERP in frazione Abbadia Alpina - Piazza Ploto;Mq;140;5;8;SOCIALI E SCOLASTICHE;999;ALTRE OPERE DI EDILIZIA SOCIALE;;No;300.000,00;20.713.129,00;7.075.101,00;No;;3416;N;;300;300;;;;Si;;;;No;Si;No;No;No;No;No;Demolizione del fabbricato e sua ricostruzione mantenendone le caratteristiche architettoniche essenziali (porticato sostenuto da colonne con archi e volte) ma raddoppiandone la superficie utile mediante realizzazione di un piano mansardato nel quale collocare i due alloggi ERP previsti (al piano primo potrebbe invece trovare collocazione un locale multifunzionale ad uso della frazione di Abbadia che ne risulta attualmente sprovvista).;;Alternativa per l'opera;No;;2012;17/04/2013;;RISTRUTTURAZIONE DI N. 2 ALLOGGI E.R.P. IN FRAZ. ABBADIA ALPINA - P.ZA PLOTO;No;;PIAZZA PLOTO;99;PIANO PLURIENNALE OPERE PUBBLICHE;;Art.4 c. 2 Lett. g);;;448.912.663.086.742;734.800.439.371.494
Regione Piemonte;2016;H93B08000230001;;Regionale;Azienda Sanitaria Locale TO 3;9735650013;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;1001307;ITC11;Regionale;REALIZZAZIONE STRUTTURA DA ADIBIRE A CURE PALLIATIVE (HOSPICE) IN VILLAR PEROSA (TO);RISTRUTTURAZIONE FABBRICATO ESISTENTE;npl;10;5;30;SANITARIE;150;ALTRI PRESIDI SANITARI TERRITORIALI;;No;1.652.662,00;96.533.764,00;37.153.758,00;Si;59.380.006,00;2383;N;;165.266,00;165.266,00;Si;;;;;;;No;No;;Si;No;No;No;in parte attivit� di base distrettuali ed il resto uso civile;;Alternativa per l'opera;No;;2008;23/01/2012;22/05/2015;STRUTTURA ADIBITA A CURE PALLIATIVE (HOSPICE);No;;VIA SANT'ANICETO 1;1;Accordo programma Stato - Regione Piemonte;;Art.4 c. 2 Lett. g);;;449.194.994.436.218;725.952.891.980.289
Regione Piemonte;2016;F64E86000000004;;Regionale;COMUNE DI BALANGERO;1834020016;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001016;ITC11;Regionale;CENTRO SOCIALE;REALIZZAZIONE CENTRO SOCIALE;Mq;523;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45400000-1;No;96.723,00;87.083,00;57.463,00;Si;300.000,00;1485;N;;9672;9672;;;;Si;;;;;;;;Si;No;No;;;In progetto per l'opera;No;;1986;12/08/2013;;REALIZZAZIONE CENTRO SOCIALE;No;;VIA DEL CHIAPPO;0;;;Art.4 c. 2 Lett. g);;;452.769.425.689.351;751.935.092.715.445
Regione Piemonte;2016;D86J03000060006;;Regionale;COMUNE DI MACUGNAGA;421450032;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;4;RISTRUTTURAZIONE;1103039;ITC14;Regionale;"INTERVENTO 8B ""OSTELLO TURISTICO - CENTRO STUDI - LABORATORIO DI RICERCA (EX LOCANDA MULLER) IN CENTRO ABITATO PESTARENA (COMUNE DI MACUGNAGA)";LAVORI DI RISTRUTTURAZIONE;Mq;500;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;45000000-7;No;95.928.739,00;46.608.512,00;5.378.198,00;Si;100.000,00;95;N;;95929;95929;;Si;;Si;;;;No;No;No;Si;Si;No;Si;L'immobile � stato inserito nel Piano delle Valorizzazioni e Alienazioni ai sensi del Testo del decreto-legge ;;;;;;;;;;;;;;;;;;;
06-dic-11; n. 201 (in Supplemento ordinario n. 251 alla Gazzetta Ufficiale - Serie generale - n. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284 del 6 dicembre 2011); coordinato con la legge di conversione 22 dicembre 2011;" n. 214""";;Alternativa per l'opera;No;;2003;01/04/2014;16/01/2016;OSTELLO TURISTICO - CENTRO STUDI - LABORATORIO DI RICERCA (EX LOCANDA MULLER) IN CENTRO ABITATO PESTARENA (COMUNE DI MACUGNAGA).;No;;PESTARENA;1;"LEGGE N. 166/2002 ART. 21; DGR N. 36-8210 DEL 13/01/2003 PROGRAMMA REGIONALE DELLE INFRASTRUTTURE TURISTICHE E SPORTIVE PIEMONTE 2006 - (OPERE DI ACCOMPAGNAMENTO AI XX GIOCHI OLIMPICI).";;Art.4 c. 2 Lett. g);;;459.534.413.683.013;795.561.385.180.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Regione Piemonte;2016;J63D08000090003;;Regionale;CITTA' METROPOLITANA DI TORINO;1907990012;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;57;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;1001115;ITC11;Regionale;S.P. N. 187 DI GIAVENO - CIRCONVALLAZIONE DI GIAVENO. II� LOTTO;SP. 187 DI GIAVENO. CIRCONVALLAZIONE DI GIAVENO. II LOTTO;Ml;500;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;45233122-0;No;785.000,00;348.673,00;10.062.018,00;Si;890.000,00;812;N;;785;785;;;Si;;;;;;Si;;;;No;Si;;;In progetto per l'opera;Si;No;2008;16/07/2008;12/01/2015;SP. 187 DI GIAVENO.;No;;CIRCONVALLAZIONE DI GIAVENO;99;P.T.LL.PP.;;Art.4 c. 2 Lett. g);;;450.247.089.439.971;730.495.118.557.601
Regione Piemonte;2016;I31B08000280004;;Regionale;COMUNE DI LEINI;1777400019;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001130;ITC11;Regionale;Realizzazione viabilit� di collegamento tra SP 3 Cebrosa e la SP 226 -1�lotto;REALIZZAZIONE;Ml;1.715,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;1.853.735,00;1.405.524,00;30.791,00;No;;219;N;;140.552,00;140.552,00;;;;Si;;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;No;;2008;02/04/2009;;STRADA DI COLLEGAMENTO FRA LA SP3 E LA SP226;No;;SP 3 SP 226 IN COMUNE DI LEINI;0;;;Art.4 c. 2 Lett. g);;;451.870.326.119.164;771.950.842.328.735
