pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Puglia;H38H06000010002;Regionale;Comune di San Nicandro Garganico;84001770712;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Alloggi per immigrati;ALLOGGI PER IMMIGRATI;nu;6;10;OPERE DI EDILIZIA ABITATIVA;999;OPERE DI EDILIZIA ABITATIVA;null;No;658937.06;487000;159911.66;No;null;32.84;null;null;658.94;658.94;Regionale;Mancato interesse;2006;30/03/2006;null;null;null;41.8431260510192;15.5750951923921
Piemonte;D89H09000260003;Regionale;AMMINISTRAZIONE PROVINCIALE DI VERCELLI;80005210028;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Lavori di realizzazione di un nuovo edificio quale ampliamento del Liceo Scientifico di Borgosesia, sito in Viale Varallo;AMPLIAMENTO DEL LICEO SCIENTIFICO DI BORGOSESIA;na;5;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;45214000-0;No;700000;416531;161450.8;Si;800000;13.27;N;null;700;700;Provinciale;Mancanza fondi;2009;20/09/2010;null;AMPLIAMENTO DEL LICEO SCIENTIFICO DI BORGOSESIA;VIALE VARALLO;45.7308319216486;8.25972914362253
Piemonte;I39G13000010008;Regionale;COMUNE DI RODELLO;81000850040;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Completamento impianto sportivo polivalente;COMPLETAMENTO OPERE;Mq;290;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45400000-1;No;225000;176277;0;No;null;0;N;null;220;30;Statale,Privato;Mancanza fondi;2013;03/06/2013;null;COMPLETAMENTO IMPIANTO SPORTIVO POLIVALENTE;VIA ROMA N. 1/1;44.6284603000327;8.06325822401316
Piemonte;F28G03000010004;Regionale;CITTA' DI RIVOLI;529840019;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Lavori di completamento del bocciodromo comunale di via Alpignano ang. via Toti e sistemazione aree esterne;LAVORI DI COMPLETAMENTO DEL BOCCIODROMO COMUNALE DI VIA ALPIGNANO ANG. VIA TOTI E SISTEMAZIONE AREE ESTERNE;Mq;2416;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45000000-7;No;2633768.95;2309552.77;1950528.29;Si;1000000;58.94;N;null;2633;2633;Comunale;Fallimento liq. coatta,Mancato interesse;2003;23/05/2014;null;BOCCIODROMO;VIA TOTI;45.0667465421191;7.52356342852033
Piemonte;J13B10000070005;Regionale;Istituto Zooprofilattico Sperimentale del Piemonte, Liguria e Valle d'Aosta;5160100011;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;Ristrutturazione piano interrato stabulario;"RISTRUTTURAZIONE PIANO INTERRATO PALAZZINA ""F"" PER STABULARIO";Mq;150;30;OPERE DI EDILIZIA SANITARIA;999;OPERE DI EDILIZIA SANITARIA;45454000-4;No;638349.85;556942.05;265902.33;No;null;47.74;N;null;502.64;502.64;Altro;Cause tecniche;2010;15/09/2010;10/09/2014;RISTRUTTURAZIONE PIANO INTERRATO STABULARIO;VIA BOLOGNA  N? 148;45.0717497511188;7.67798585079236
Piemonte;C44B87000000002;Regionale;AZIENDA SANITARIA LOCALE BI - BIELLA;1810260024;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Laboratorio di Sanit??? Pubblica in Biella;REALIZZAZIONE LABORATORIO DI SANIT??? PUBBLICA;Mq;4890;30;OPERE DI EDILIZIA SANITARIA;999;OPERE DI EDILIZIA SANITARIA;45215100-8;No;5724790.45;4279519.87;1692970.48;null;null;39.56;N;null;6356.41;6356.41;Regionale;Cause tecniche;1987;24/07/2013;null;LABORATORIO DI SANIT??? PUBBLICA DI BIELLA;VIA BIELLA;45.592374972252;8.0202328102198
Piemonte;G69H06000170003;Regionale;A.S.L. AT;1120620057;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di realizzazione del nuovo presidio ospedaliero della ValleBelbo;LAVORI DI NUOVA COSTRUZIONE;npl;80;30;STRUTTURE OSPEDALIERE;111;STRUTTURE OSPEDALIERE;45215140-0;No;39700000;24432291.62;9333833.48;No;null;38.2;N;null;49300;49300;Statale,Regionale;Mancanza fondi;2006;19/09/2011;null;NUOVO P.O. VALLE BELBO;STRADA PROVINCIALE ASTI-CANELLI;44.7695561566798;8.3549613597453
Piemonte;F13B12000270004;Regionale;COMUNE DI PINEROLO;1750860015;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;Lavori di ristrutturazione di n???2 alloggi ERP in frazione Abbadia Alpina - Piazza Ploto;Lavori di ristrutturazione di n??? 2 alloggi ERP in frazione Abbadia Alpina - Piazza Ploto;Mq;140;8;OPERE DI EDILIZIA SOCIALE;999;OPERE DI EDILIZIA SOCIALE;null;No;300000;207131.29;70751.01;No;null;34.16;N;null;300;300;Comunale;Cause tecniche;2012;17/04/2013;null;RISTRUTTURAZIONE DI N. 2 ALLOGGI E.R.P. IN FRAZ. ABBADIA ALPINA - P.ZA PLOTO;PIAZZA PLOTO;44.8912663086742;7.34800439371494
Piemonte;H93B08000230001;Regionale;Azienda Sanitaria Locale TO 3;9735650013;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;REALIZZAZIONE STRUTTURA DA ADIBIRE A CURE PALLIATIVE (HOSPICE) IN VILLAR PEROSA (TO);RISTRUTTURAZIONE FABBRICATO ESISTENTE;npl;10;30;PRESIDI SANITARI TERRITORIALI;150;PRESIDI SANITARI TERRITORIALI;null;No;1652662;965337.64;371537.58;Si;593800.06;23.83;N;null;1652.66;1652.66;Statale;Fallimento liq. coatta;2008;23/01/2012;22/05/2015;STRUTTURA ADIBITA A CURE PALLIATIVE (HOSPICE);VIA SANT'ANICETO 1;44.9194994436218;7.25952891980289
Piemonte;F64E86000000004;Regionale;COMUNE DI BALANGERO;1834020016;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;CENTRO SOCIALE;REALIZZAZIONE CENTRO SOCIALE;Mq;523;99;INFRASTRUTTURE;998;INFRASTRUTTURE;45400000-1;No;96723;87083;57463;Si;300000;14.85;N;null;96.72;96.72;Comunale;Mancato interesse;1986;12/08/2013;null;REALIZZAZIONE CENTRO SOCIALE;VIA DEL CHIAPPO;45.2769425689351;7.51935092715445
Piemonte;J63D08000090003;Regionale;CITTA' METROPOLITANA DI TORINO;1907990012;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;Regionale;S.P. N. 187 DI GIAVENO - CIRCONVALLAZIONE DI GIAVENO. II??? LOTTO;SP. 187 DI GIAVENO. CIRCONVALLAZIONE DI GIAVENO. II LOTTO;Ml;500;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45233122-0;No;785000;348673;100620.18;Si;890000;8.12;N;null;785;785;Provinciale;Cause tecniche;2008;16/07/2008;12/01/2015;SP. 187 DI GIAVENO.;CIRCONVALLAZIONE DI GIAVENO;45.0247089439971;7.30495118557601
Piemonte;I31B08000280004;Regionale;COMUNE DI LEINI;1777400019;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Realizzazione viabilit??? di collegamento tra SP 3 Cebrosa e la SP 226 -1???lotto;REALIZZAZIONE;Ml;1715;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;1853735;1405524;30791;No;null;2.19;N;null;1405.52;1405.52;Comunale;Fallimento liq. coatta;2008;02/04/2009;null;STRADA DI COLLEGAMENTO FRA LA SP3 E LA SP226;SP 3, SP 226 IN COMUNE DI LEINI;45.1870326119164;7.71950842328735
Piemonte;J53B03000020005;Regionale;COMUNE DI CHIERI (TO);82000210011;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Impianto natatorio polifunzionale in regione San Silvestro (Chieri) TO - contratto di concessione stipulato il 14 giugno 2010 Rep. n. 6921 registrato a Chieri il 25.6.2010 al n. 71 serie 1 -0.;REALIZZAZIONE DI IMPIANTO NATATORIO POLIFUNZIONALE;Mq;24735;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45200000-9;No;8530;8530;0;No;null;0;N;null;8530;8530;Altro;Fallimento liq. coatta;2003;26/03/2014;31/03/2015;IMPIANTO NATATORIO POLIFUNZIONALE IN REGIONE SAN SILVESTRO;SAN SILVESTRO;45.0035809672353;7.82779637686959
Piemonte;J52F07000110007;Regionale;COMUNE DI CHIERI (TO);82000210011;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RECUPERO;Regionale;Riqualificazione area ex Tabasso attraverso il Project Financing.;RECUPERO E REALIZZAZIONE OPERE PUBBLICHE: AUDITORIUM, MUSEO DEL TERRITORIO, SCUOLA DI CINEMA, PARCHEGGI;Mq;34261;12;TEATRI ED  STRUTTURE PER LO SPETTACOLO;100;TEATRI ED  STRUTTURE PER LO SPETTACOLO;45210000-2;No;16168917;0;0;No;null;0;N;null;15000;0;Privato;Fallimento liq. coatta;2007;23/04/2008;31/03/2015;AREA TABASSO;VIA F.LLI GIORDANO- VITTORIO EMANUELE;45.0035809672353;7.82779637686959
Piemonte;J71B08000140003;Regionale;AMMINISTRAZIONE PROVINCIALE DI TORINO;1907990012;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;COLLEGAMENTO DEL RACCORDO S.P. 40 - AUTOSTRADA A4 IN COMUNE DI VOLPIANO, CON LA RAMPA S.R. 11 - AUTOSTRADA A4, REALIZZATA DAL CONSORZIO CAV.TO.MI.;COSTRUZIONE DI RACCORDO STRADALE DI TIPO B1 A DOPPIA CARREGGIATA;Ml;400;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45000000-7;No;950000;720000;0;No;null;0;N;null;950;950;Provinciale;Fallimento liq. coatta;2008;21/11/2008;null;COLLEGAMENTO DEL RACCORDO S.P. 40 - AUTOSTRADA A4 IN COMUNE DI VOLPIANO, CON LA RAMPA S.R. 11 - AUTOSTRADA A4, REALIZZATA DAL CONSORZIO CAV.TO.MI.;STRADA DELLA BENEDETTA;45.194517392833;7.78383358792177
Puglia;F91G07000010002;Regionale;COMUNE DI PULSANO;80010270736;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Opere per l'organizzazione del Servizio Idrovie per i comuni di Leporano, Pulsano (comune capofila), Lizzano, Torricella e Maruggio - POR Puglia 2000/2006 ??? P1S 12  - Misura 5.2;OPERE PER L'ORGANIZZAZIONE DEL SERVIZIO IDROVIE;Mq;1250;4;IDROVIE E OPERE FLUVIALI;42;IDROVIE E OPERE FLUVIALI;45200000-9;No;1665948;1107469;1107469;No;null;100;N;null;1906.24;1906.24;Regionale;Mancato interesse;2007;21/04/2008;null;TRASPORTO IDROVIE;LITORANEA SALENTINA;40.3715015333554;17.3654857296949
Puglia;E37J99000000002;Regionale;Consorzio ASI di Lecce;380090753;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;lavori per la realizzazione del progetto esecutivo del sistema viario nell'agglomerato industriale di Maglie-Melpignano - Cavalcavia sulla SS 16 prog. LE 06/AC;LAVORI PER LA REALIZZAZIONE DEL PROGETTO ESECUTIVO II? LOTTO DEL SISTEMA VIARIO NELL'AGGLOMERATO INDUSTRIALE DI MAGLIE/MELPIGNANO;Mq;32351;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45221000-2;No;2500000;2037759;1960748;Si;77011;92.72;N;null;2065.83;2065.83;Regionale;Mancanza fondi;1999;02/08/2012;null;LAVORI PER LA REALIZZAZIONE DEL PROGETTO ESECUTIVO II? LOTTO DEL SISTEMA VIARIO NELL'AGGLOMERATO INDUSTRIALE DI MAGLIE/MELPIGNANO -LE 06/AC - CAVALCAVIA SULLA SS 16;ZONA INDUSTRIALE MAGLIE-MELPIGNANO;40.1207198364727;18.2958296751682
Puglia;D13G04000040001;Regionale;COMUNE DI TRICASE;81000410753;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE RETE IRRIGUA PER IL RIUTILIZZO DELLE ACQUE REFLUE DEPURATE, AFFINATE E STERILIZZATE NEL COMUNE DI TRICASE;COSTRUZIONE RETE IRRIGUA PER IL RIUTILIZZO DELLE ACQUE REFLEUE;Mq;3000000;13;IMPIANTI E RETI IRRIGUE AZIENDALI;129;IMPIANTI E RETI IRRIGUE AZIENDALI;45332200-5;No;5112923.3;2865299.51;2865299.51;Si;350000;89.11;null;null;4207.91;4207.91;Comunale;Mancanza fondi;2004;15/04/2005;null;RETE IRRIGUA;TERRITORIO COMUNALE;39.9413693156598;18.3598638465104
Puglia;I53G07000100006;Regionale;COMUNE DI MORCIANO DI LEUCA;81003870755;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;RECUPERO FUNZIONALE DELL'AREA EX CINEMA ORLANDO IN VIA DE GASPERI ANGOLO VIA DON STURZO A MORCIANO DI LEUCA;REALIZZAZIONE DI OPERE PER IL RECUPERO FUNZIONALE DELL'AREA EX CINEMA ORLANDO IN VIA DE GASPERI ANGOLO VIA DON STURZO;Mq;720;8;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;45212000-6;No;720200;500000;534821.52;Si;120000;86.26;N;null;720.2;720.2;Regionale,Comunale;Mancanza fondi,Cause tecniche,Fallimento liq. coatta;2007;13/11/2008;null;SALA POLIFUNZIONALE (AREA EX CINEMA ORLANDO);VIA DE GASPERI ANG. DON STURZO;39.8476675109897;18.3057112558558
Puglia;H34I05000000006;Regionale;Comune di Lizzano;80010030734;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;Centro Agrimercato per la selezione, confezionamento e conservazione di prodotti ortofrutticoli nel Comune di Lizzano;REALIZZAZIONE CENTRO PER LA RACCOLTA, IL CONFEZIONAMENTO E LO STOCCAGGIO DI PRODOTTI AGRICOLI.;Mq;2152;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;null;No;981256.59;651335.31;651335.31;Si;150000;81.28;null;null;981.26;981.26;null;Mancanza fondi;2005;30/06/2005;null;CENTRO AGRIMERCATO;VIA ROMA, ZONA INDUSTRIALE;40.3739210771416;17.4513724683227
Puglia;F55F05000030002;Regionale;comune di biccari;82000390714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;SISTEMAZIONI FLUVIALI NEL BACINO DEL CANDELARO - COSTRUZIONE PONTE SUL CANALE VALLONE DELL'OLMO.;SISTEMAZIONI FLUVIALI NEL BACINO DEL CANDELARO - COSTRUZIONE PONTE SUL VALLONE DELL'OLMO.;Ml;42;15;RETI IDRICHE RURALI;119;RETI IDRICHE RURALI;null;No;600000;403728.67;403728.67;Si;100000;80.15;null;null;600;600;Regionale;Mancanza fondi;2005;07/07/2005;null;null;null;41.4219412365756;15.2192299598916
Puglia;J59B06000290004;Regionale;COMUNE DI SAN SEVERO;336360714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;MANUTENZIONE STRAORDINARIA;Regionale;RISTRUTTURAZIONE IMMOBILE URBANO COMPRESO TRA LE VIE U. FRACCACRETA, MORELLI E SILVATI, PELLEGRINI DE TROIA;RISTRUTTURAZIONE IMMOBILE URBANO COMPRESO TRA LE VIE U. FRACCACRETA, MORELLI E SILVATI, PELLEGRINI DE TROIA;Mq;500;99;OPERE DI EDILIZIA PUBBLICA;999;OPERE DI EDILIZIA PUBBLICA;null;No;805255.76;915440.77;805255.76;Si;122775.19;77.56;null;null;500;500;Comunale;Mancanza fondi,Cause tecniche;2006;23/11/2006;null;null;null;41.6561775391186;15.423835699376
Puglia;J79H03000020005;Regionale;COMUNE DI SAN SEVERO;336360714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"LAVORI DI RISTRUTTURAZIONE EDIFICIO SCOLASTICO ""G.PASCOLI"" DA ADIBIRE A SEDE UNIVERSITARIA - FACOLTA' ""SCIENZE BANCARIE""";RISTRUTTURAIONE ED AMPLIAMENTO -;Mq;1500;8;EDILIZIA UNIVERSITARIA;85;EDILIZIA UNIVERSITARIA;null;No;2213618.91;2663618.91;2213618.91;Si;450000;71.09;N;null;2685.58;2685.58;Altro;Mancanza fondi,Cause tecniche;2003;12/10/2010;null;"EDIFICIO ""PASCOLI"" - LARGO SANIT? -";LARGO SANIT?;41.6561775391186;15.423835699376
Puglia;E92F04000010002;Regionale;Acquedotto Pugliese Spa;347000721;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Completamento della rete fognaria a servizio dei comuni di Molfetta, Ruvo di Puglia e Trani;Realizzazione di tronchi di fogna a servizio dell'abitato di Molfetta, Ruvo di Puglia e Trani;Ml;5539;10;RETI FOGNARIE;113;RETI FOGNARIE;null;No;1154139.21;861927.9;536723.72;No;null;62.27;null;null;478.65;478.65;Altro;Cause tecniche,Fallimento liq. coatta;2004;20/07/2006;null;null;null;41.2391501080636;16.389485463923
Puglia;I82B07000010002;Regionale;Comune di Sant'Agata di Puglia;208930719;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;ALTRO;Regionale;Intervento di adeguamento e completamento degli schemi idrici e delle relative reti infrastrutturali- Azione 5 ??? Asse 1 ??? Risorse Naturali - Misura 1.1- Realizzazione di sistemi di collettamento differenziati per le acque piovane - POR Puglia 2000/2006;ADEGUAMENTO E COMPLETAMENTO RETE ACQUE PIOVANE;Ml;3000;10;RETI FOGNARIE;113;RETI FOGNARIE;null;No;1510000;1170416.71;933349.04;Si;400000;59.43;N;null;1510;1510;Regionale;Fallimento liq. coatta;2007;20/03/2007;null;CENTRO ABITATO;VIA CENTRO ABITATO;41.1455131610255;15.3840184548954
Puglia;C23B11000070005;Regionale;ASL BT (Barletta-Andria-Trani);90062670725;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;LAVORI DI ADEGUAMENTO ALLE NORME DI PREVENZIONE INCENDI PER IL RILASCIO DEL C.P.I. DEL P.O. CANOSA DI PUGLIA;LAVORI DI ADEGUAMENTO ALLE NORME DI PREVENZIONE INCENDI DEL P.O. DI CANOSA DI PUGLIA;npl;70;30;STRUTTURE OSPEDALIERE;111;STRUTTURE OSPEDALIERE;45454000-4;No;1677628;1364319.28;987633.3;Si;376685.98;56.73;N;null;1677.63;1677.63;Altro;Fallimento liq. coatta;2011;15/06/2011;null;LAVORI DI ADEGUAMENTO ALLE NORME DI PREVENZIONE INCENDI DEL P.O. DI CANOSA DI PUGLIA;VIA BOVIO;41.1900742171271;16.017564514743
Puglia;J92J09000100002;Regionale;COMUNE DI BARI- RIPARTIZIONE INFRASTRUTTURE, VIABILITA' E OO.PP.;80015010723;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;ALTRO;Regionale;Interventi di mitigazione e prevenzione dal rischio idraulico da eseguire lungo il torrente Picone e canale deviatore fino alla confluenza di questo nella lama Lamasinata;RIPRISTINO ARGINI CANALE;Ml;400;5;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;45332200-5;No;1500000;687074.2;361400;No;null;52.6;N;null;1500;1500;Regionale;Cause tecniche;2009;20/09/2010;null;CANALE DEVIATORE TORRENTE PICONE;TORRENTE PICONE;41.1030489912552;16.8457301176062
Puglia;E53G02000060005;Regionale;Comune di Taranto;80008750731;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;PROJECT FINANCING PER PROGETTAZIONE, COSTRUZIONE, AMPLIAMENTO E GESTIONE CIMITERO DI TARANTO LOCALITA' TALSANO DENOMINATO SANTA MARIA PORTA DEL CIELO;PROGETTAZIONE, COSTRUZIONE, AMPLIAMENTO E GESTIONE. RIFERIMENTO ART. 37 BIS E SEGUENTI DELLA LEGGE 109/1994 E SUE MODIFICHE ED INTEGRAZIONI;Mq;81000;99;CIMITERI;96;CIMITERI;null;No;9953825.37;7506377.17;4506377.17;Si;3000000;42.89;N;null;5673.85;5673.85;Altro;Cause tecniche;2002;21/03/2014;null;CIMITERO COMUNALE SANTA MARIA PORTA DEL CIELO;VIA PIZZARIELLO, LOC. TALSANO;40.463393985573;17.3008486322284
Puglia;B98G08000190006;Regionale;comune di Lequile;80008810758;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;COMPLETAMENTO DELLA RETE FI FOGNATURA PLUVIA DEL CENTRO URBANO;COLLETTAMENTO ACQUE PIOVANE, DISMISSIONE POZZI, COSTRUZIONE TRONCHI FOGNATURA, COSTRUZIONE VASCA DI LAVAGGIO E RECAPITO FINALE;Ml;3727704;5;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;45231300-8;No;6000000;2726296;2726296;Si;3727000;42.25;N;null;2981;2981;Regionale,Comunale;Mancanza fondi;2008;24/11/2008;null;CENTRO ABITATO;VIA DIVERSE;40.2748030353461;18.1332354218504
Puglia;I59G89000000002;Regionale;consorzio di bonifica montana del gargano;84000330716;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;LAVORI DI SISTEMAZIONE IDRAULICA DEL TORRENTE SCARAFONE, IMMISSARIO DEL LAGO DI LESINA, A PROTEZIONE DELL'AREA IRRIGUA DI SANNICANDRO GARGANICO;RIVESTIMENTO SPONDE E REALIZZAZIONE PONTE;ne;1;5;OPERE DI DIFESA DEL SUOLO;999;OPERE DI DIFESA DEL SUOLO;45246000-3;No;911951.35;658780.38;447406.1;Si;600000;35.54;N;null;911.95;911.95;Regionale;Mancanza fondi,Fallimento liq. coatta;1989;24/09/2013;null;TORRENTE SCARAFONE;LOCALIT??? SCARAFONE;41.8431260510192;15.5750951923921
Puglia;I59G89000010002;Regionale;consorzio di bonifica montana del gargano;84000330716;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COMPRENSORIO DI BONIFICA M. DEL GARGANO PROGETTO ESECUTIVO DELLE OPERE DI SISTEMAZIONE IDRAULICA  E DI CONSERVAZIONE DEL SUOLO DA ESEGUIRE NEL BACINO DEL TORRENTE VALLONA, IMMISSARIO DEL LAGO DI LESINA, A PROTEZIONE DELL' AREA IRRIGUA DI SANNICANDRO GARGANICO;PROTEZIONE SPONDE, STRADA DI SERVIZIO , PONTE;ne;1;5;OPERE DI DIFESA DEL SUOLO;999;OPERE DI DIFESA DEL SUOLO;45246000-3;No;929622.42;638690.66;400973.66;Si;500000;35.21;N;null;929.62;929.62;Regionale;Fallimento liq. coatta;1989;24/09/2013;null;TORRENTE VALLONA;LOCALIT??? VALLONA;41.8431260510192;15.5750951923921
