pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Regione Puglia;J39G13000210005;Regionale;COMUNE DI MANFREDONIA;83000290714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;IMPIANTO SPORTIVO POLIVALENTE IN LOCALITA' SCALORIA 1??? STRALCIO;MESSA IN SICUREZZA , RISTRUTTURAZIONE E COMPLETAMENTO DI STRUTTURA ESISTENTE IN C.A.;nps;2.000,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45212000-6;No;1.032.913,00;698.830,00;692.699,00;Si;2.500.000,00;21,65;N;null;2.000,00;2.000,00;Altro;Mancanza fondi;2013;23/07/2013;null;IMPIANTO SPORTIVO POLIVALENTE IN LOCALITA' SCALORIA 1? STRALCIO;STRADA PROVINCIALE SCALORIA;41.5326112903178;15.8177541437104
Regione Puglia;C84H82000000001;Regionale;Consorzio per l'Area di Sviluppo Industriale di Brindisi;176630747;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;AMPLIAMENTO;Regionale;Trasformazione dell'attuale impianto di trattamento dei rifiuti industriali di Brindisi in centro integrato polifunzionale (impianti integrativi prog. B0005);TRASFORMAZIONE DELL'ATTUALE IMPIANTO DI TRATTAMENTO DEI RIFIUTI INDUSTRIALI DI BRINDISI IN CENTRO INTEGRATO POLIFUNZIONALE ( IMPIANTI INTERGATIVI PROG. B0005).;Mc;75.837,00;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45252300-1;No;5.681.026,00;4.937.039,00;1.833.662,00;Si;3.847.364,00;20,87;N;null;5.681,03;5.681,03;Statale;Soprav. Nuove norme,Mancato interesse;1982;10/12/2013;10/12/2013;IMPIANTO TRATTAMENTO RIFIUTI INDUSTRIALI DI BRINDISI;VIA STRADA PER PANDI;40.6062439961079;17.8986757921389
Regione Puglia;D79G87000010004;Regionale;COMUNE DI TRICASE;81000410753;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE SCUOLA MATERNA NELLA FRAZIONE DI LUCUGNANO;COSTRUZIONE EDIFICIO SCOLASTICIO DA DESTINARE A SCUOLA MATERNA;Mq;1.000,00;8;SOCIALI E SCOLASTICHE;83;SCUOLE MATERNE;45214210-5;No;178.694,08;142.477,16;142.477,16;Si;600.000,00;19,19;N;null;178,00;178,00;Comunale;Mancanza fondi;1987;30/09/2013;null;LAVORI DI COSTRUZIONE EDIFICIO PER SCUOLA MATERNA IN LUCUGNANO DI TRICASE;VIA DEI CIPRESSI;39.9413693156598;18.3598638465104
Regione Puglia;J91B96000010006;Regionale;COMUNE DI MARTINA FRANCA;80006710737;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;VIABILITA INTERNA AL PIANO DI ZONA - STRALCIO A;VIABILITA INTERNA AL PIANO DI ZONA 167 CUPA - STRALCIO A;Mq;4.807,00;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45200000-9;No;516.431,08;307.609,05;121.299,29;Si;355.169,37;18,3;N;null;516,43;516,43;Regionale,Comunale;Cause tecniche;1996;27/09/2013;null;PIANO DI ZONA 167 - CUPA;VIA CUPA;40.6864723505827;17.3036816561872
Regione Puglia;I87B88000000003;Regionale;Comune di Sant'Agata di Puglia;208930719;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Nazionale;Realizzazione nuova scuola media;COSTRUZIONE NUOVA SCUOLA MEDIA;na;6,00;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;1.254.990,26;924.050,96;300.264,45;Si;750.000,00;17,94;N;null;1.254,99;1.254,99;Statale,Regionale;Cause tecniche;1988;23/03/2016;null;SCUOLA MEDIA;ZONA VALLONE;41.1455131610255;15.3840184548954
Regione Puglia;H79G88000000002;Regionale;COMUNE DI NARDO';82001370756;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COMPLETAMENTO SOPRAELEVAZIONE SCUOLA ELEMENTARE VIA BELLINI;COMPLETAMENTO SOPRAELEVAZIONE SCUOLA ELEMENTARE VIA BELLINI;na;12,00;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;387.650,00;387.650,00;270.000,00;Si;1.200.000,00;17,01;N;null;1.200,00;1.200,00;Regionale;Mancanza fondi;1988;17/10/2013;null;COMPLETAMENTO SOPRAELEVAZIONE SCUOLA ELEMENTARE VIA BELLINI;VIA BELLINI;40.2323898753754;17.9571626726096
Regione Puglia;J38I13001400005;Regionale;COMUNE DI MANFREDONIA;83000290714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI RECUPERO;Regionale;STRADA DI COLLEGAMENTO VIA G. DI VITTORIO CON LUNGOMARE DEL SOLE, CON CAVALCAVIA SULLA FERROVIA FOGGIA- MANFREDONIA;COMPLETAMENTO DI RECUPERO STRUTTURA STRADALE E CAVALCAVIA IN C.A.;Ml;180,00;1;STRADALI;999;ALTRE OPERE STRADALI;45200000-9;No;568.103,00;192.580,00;191.617,00;Si;950.000,00;16,77;N;null;950,00;950,00;Altro;Mancanza fondi;2013;23/07/2013;null;STRADA URBANA  DI COLLEGAMENTO;TRATTO STRADALE TRA VIA G. DI VITTORIO E LUNGOMARE DEL SOLE;41.5326112903178;15.8177541437104
Regione Puglia;D79G87000000004;Regionale;COMUNE DI TRICASE;81000410753;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE PALAZZETTO DELLO SPORT DA DESTINARE A CAMPO PALLAVOLO E BASKET COPERTO;TRATTASI DI LAVORI PER LA REALIZZAZIONE DI UN PALAZZETTO DELLO SPORT DA ADIBIRE A PALLAVOLO E BASKET;Mq;3.500,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45212225-9;No;640.406,55;563.190,86;169.348,50;Si;500.000,00;15,93;N;null;640,00;640,00;Comunale;Mancanza fondi,Cause tecniche,Soprav. Nuove norme;1987;30/09/2013;null;COSTRUZIONE CAMPO PALLAVOLO E BASKET COPERTO;VIA PROV.LE PER LUCUGNANO;39.9413693156598;18.3598638465104
Regione Puglia;E34E87000010002;Regionale;Comune di San Michele Salentino;81002890747;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Macello comunale;LAVORI DI COSTRUZIONE MATTATOIO COMUNALE;Mq;800,00;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45200000-9;No;180.759,91;82.891,81;81.758,36;Si;500.000,00;14,03;N;null;180,76;180,76;Regionale;Mancanza fondi,Cause tecniche,Soprav. Nuove norme;1987;30/09/2013;null;MATTATOIO COMUNALE;VIA V. EMANUELE III;40.6054854608075;17.6362452345485
Regione Puglia;G79G13000610005;Regionale;COMUNE DI VIESTE;83000770715;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;LAVORI DI COSTRUZIONE PISCINA COPERTA COMUNALE;COMPLETAMENTO DELLA PISCINA COPERTA COMUNALE;Mc;8.500,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;1.263.060,00;1.263.060,00;267.098,58;Si;995.961,42;11,82;N;null;1.263,06;1.263,06;Altro;Mancanza fondi,Fallimento liq. coatta;2013;30/09/2013;null;LAVORI DI PISCINA COPERTA COMUNALE;VIA DELL'ANTICO PORTO AVIANE;41.8418251710759;16.1196926789884
Regione Puglia;H79D75000000002;Regionale;COMUNE DI NARDO';82001370756;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE DEL NUOVO PALAZZO DI CITTA';COMPLETAMENTO DEL NUOVO PALAZZO DI CITTA';Mq;4.657,00;33;DIREZIONALI E AMMINISTRATIVE;1;OPERE E INFRASTRUTTURE PER SEDI DI ORGANI ISTITUZIONALI;null;No;750.000,00;750.000,00;600.000,00;Si;8.000.000,00;6,86;N;null;8.000,00;8.000,00;Regionale;Mancanza fondi;1975;17/10/2013;null;COMPLETAMENTO DEL NUOVO PALAZZO DI CITTA';VIA INCORONATA;40.2323898753754;17.9571626726096
Regione Puglia;J32I13000070005;Regionale;COMUNE DI MANFREDONIA;83000290714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI RECUPERO;Regionale;IMPIANTI SPORTIVA LOCALITA'  SCALORIA;"TRATTASI DI INTERVENTO DI RECUPERO E COMPLETAMENTO DI STRUTTURA COMUNALE NELL'AMBITO DELLA COSIDDETTA ""CITTADELLA SPORTIVA"".";nps;5.000,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45212000-6;No;960.606,00;662.074,00;669.485,00;Si;10.000.000,00;6,28;N;null;10.000,00;10.000,00;Altro;Mancanza fondi;2013;23/07/2013;null;IMPIANTI SPORTIVI LOCALITA' SCALORIA (CAMPO DA CALCIO E  PISTE E PEDANE DI ATLETICA).;LOCALITA' SCALORIA;41.5326112903178;15.8177541437104
Regione Puglia;E54B10000030005;Regionale;Comune di Taranto;80008750731;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RESTAURO;Regionale;AFFIDAMENTO IN REGIME DI CONCESSIONE DELLA PROGETTAZIONE, REALIZZAZIONE E GESTIONE FUNZIONALE DELL'IMMOBILE DENOMINATO PALAZZO DEGLI UFFICI IN TARANTO PIAZZA ARCHITA - RESTAURO E RIQUALIFICAZIONE DI UN PALAZZO STORICO DELLA CITTA' DI TARANTO CHE PREVEDE CONSOLIDAMENTO STRUTTURALE ED ADEGUAMENTO IMPIANTISTICO;RESTAURO E RIQUALIFICAZIONE DI UN PALAZZO STORICO DELLA CITTA' DI TARANTO CHE PREVEDE CONSOLIDAMENTO STRUTTURALE ADEGUAMENTO IMPIANTISTICO ALLA NORMATIVA VIGENTE PER DARE L'IMMOBILE PERFETTAMENTE AGIBILE E FUNZIONANTE ALLA DESTINAZIONI PREVISTE;Mq;19.800,00;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;null;No;33.200.000,00;29.228.659,95;3.607.785,36;Si;29.592.214,64;6,13;N;null;36.874.194,00;19.687,33;Provinciale,Comunale,Privato;Cause tecniche;2010;02/12/2010;null;AFFIDAMENTO IN REGIME DI CONCESSIONE DELLA PROGETTAZIONE, REALIZZAZIONE, E GESTIONE  FUNZIONALE, DELL'IMMOBILE DENOMINATO PALAZZO DEGLI UFFICI IN TARANTO;PIAZZA ARCHITA;40.463393985573;17.3008486322284
Regione Sardegna;J53J03000020006;Regionale;Comune di Serri;81000070912;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Centro Servizi per l'area archeologica di Santa Vittoria;Centro servizi per l'area archeologica;nu;3.000.000,00;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;999;ALTRE OPERE PER LA FRUIZIONE DI BENI CULTURALI;null;No;4.300.756,00;4.300.756,00;3.825.889,00;Si;474.866,00;80,11;null;null;3.466,00;3.466,00;null;Mancanza fondi;2003;03/07/2006;null;null;null;39.704684276634;9.1538241362188
Regione Puglia;E34B89000000002;Regionale;Comune di San Michele Salentino;81002890747;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Scuola materna - 1??? Stralcio;REALIZZAZIONE DI SCAVO DI SBANCAMENTO, DI FONDAZIONE, PILASTRI E TRAVI  IN C.A., DI SOLAIO  LATERO-CEMENTIZIO, DI MURATURA DI TAMPONAMENTO E DI TRAMEZZATURA IN CONCI DI TUFO;Mq;400,00;8;SOCIALI E SCOLASTICHE;83;SCUOLE MATERNE;45200000-9;No;190.649,84;140.503,07;70.837,83;Si;1.110.000,00;5,66;N;null;190,65;190,65;Regionale;Mancanza fondi;1989;30/09/2013;null;COSTRUZIONE DI UNA SCUOLA MATERNA - 1??? STRALCIO;VIA PIO LA TORRE;40.6054854608075;17.6362452345485
Regione Puglia;J24D08000010007;Regionale;COMUNE DI MINERVINO MURGE;81002110724;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RESTAURO;Regionale;Restauro e recupero funzionale dell'antico mattatoio;RESTAURO E RECUPERO FUNZIONALE ANTICO MATTATOIO COMUNALE;Mq;1.000,00;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;null;No;1.307.000,00;810.620,00;35.620,45;null;null;4,39;N;null;1.307,00;1.307,00;Regionale,Altro;Mancanza fondi,Cause tecniche;2008;27/05/2008;null;EX MATTATOIO COMUNALE;VIA MARTIRI DI VIA FANI;41.080791242214;16.0795260717076
Regione Puglia;I44H93000000001;Regionale;ARCA SUD SALENTO ( Ex - ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI LECCE );152490751;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di costruzione di numero 6 alloggi di edilizia residenziale pubblica nel Comune di Martano in via Omero e Trento;NUOVA COSTRUZIONE;Mq;570,00;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45211341-1;No;516.456,00;288.587,72;15.120,00;Si;400.000,00;2,2;N;null;516,46;516,46;Statale;Mancanza fondi,Cause tecniche;1993;07/10/2013;null;LAVORI DI COSTRUZIONI DI NUMERO 6 ALLOGGI DI EDILIZIA RESIDENZIALE PUBBLICA NEL COMUNE DI MARTANO (LE);VIA OMERO E TRENTO;40.2079098581105;18.2913026101585
Regione Puglia;H38E06000020005;Regionale;Comune di Lizzano;80010030734;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Completamento della scuola a sette aule in via Mascagni con adeguamento alle norme vigenti;COMPLETAMENTO E ADEGUAMENTO ALLA NORAMTRIVA SCOLASTICA, LEGGE N. 23/96.;na;7,00;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;600.000,00;353.151,44;0,00;Si;130.000,00;0;null;null;240,00;240,00;Altro;Fallimento liq. coatta;2006;16/05/2006;null;SCUOLA ELEMENTARE;VIA MASCAGNI, SNC;40.3739210771416;17.4513724683227
Regione Puglia;J89G13001310003;Regionale;Comune di castelluccio Valmaggiore;80003730712;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;"PROGETTO GENERALE DI COMPLETAMENTO ""CASA DI RIPOSO PER ANZIANI""";"PROGETTO GENERALE DI COMPLETAMENTO ""CASA DI RIPOSO PER ANZIANI""";Mq;3.750,00;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;45000000-1;No;3.000.000,00;1.136.205,00;0,00;Si;3.000.000,00;0;N;null;3.000,00;3.000,00;Statale,Regionale;Mancanza fondi;2013;26/09/2013;null;"""CASA DI RIPOSO PER ANZIANI""";VIA MARTIRI DI VIA FANI;41.3528234965286;15.2098289265261
Regione Puglia;I24H99000000001;Regionale;ARCA SUD SALENTO ( Ex - ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI LECCE );152490751;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di nuova costruzione di n. 29 alloggi di edilizia residenziale pubblica nel Comune di Galatina in via Kennedy;LAVORI DI NUOVA COSTRUZIONE DI 29 ALLOGGI DI EDILIZIA RESIDENZIALE PUBBLICA NEL COMUNE DI GALATINA;Mq;2.262,00;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45211341-1;No;1.665.647,00;1.318.574,37;0,00;Si;1.200.000,00;0;N;null;1.665,65;1.665,65;Statale;Mancanza fondi;1999;07/10/2013;null;LAVORI DI NUOVA COSTRUZIONE DI 29 ALLOGGI DI EDILIZIA RESIDENZIALE PUBBLICA NEL COMUNE DI GALATINA;VIA KENNEDY;40.192712242216;18.1366030031599
Regione Puglia;J91B96000020006;Regionale;COMUNE DI MARTINA FRANCA;80006710737;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;VIABILITA INTERNA AL PIANO DI ZONA 167 - STRALCIO B;VIABILITA INTERNA AL PIANO DI ZONA 167 CUPA -  STRALCIO B;Mq;6.017,00;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45200000-9;No;593.925,43;361.195,29;0,00;Si;571.235,93;0;N;null;593,92;593,92;Regionale,Comunale;Cause tecniche;1996;27/09/2013;null;PIANO DI ZONA 167 CUPA;VIA CUPA;40.6864723505827;17.3036816561872
Regione Puglia;J99D09000060005;Regionale;COMUNE DI BARI- RIPARTIZIONE INFRASTRUTTURE, VIABILITA' E OO.PP.;80015010723;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Realizzazione di un centro sociale al quartiere San Girolamo;REALIZZAZIONE DI UN CENTRO SOCIALE AL Q.RE SAN GIROLAMO;Mc;0,00;8;SOCIALI E SCOLASTICHE;999;ALTRE OPERE DI EDILIZIA SOCIALE;45000000-7;No;943.648,04;492.827,31;0,00;Si;300.000,00;0;N;null;127,00;127,00;Altro;Cause tecniche;2009;26/10/2009;null;CENTRO SOCIALE;QUARTIERE SAN GIROLAMO;41.1030489912552;16.8457301176062
Regione Sardegna;J12I02000000002;Regionale;COMUNE DI OLIENA;156030918;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RESTAURO;Regionale;Lavori di ristrutturazione chiesa parrocchiale;LAVORI DI RISTRUTTURAZIONE CHIESA PARROCCHIALE;Mq;300,00;31;CULTO;1;CHIESE ED ALTRI LUOGHI DI CULTO;null;No;52.000,00;34.000,00;16.860,73;No;null;49,59;N;null;52,00;52,00;Regionale;Cause tecniche;2002;21/04/2016;21/04/2016;LAVORI DI RISTRUTTURAZIONE CHIESA PARROCCHIALE;CORSO VITTORIO EMANUELE;40.2926817953692;9.44472423581794
Regione Puglia;J99D98000010007;Regionale;COMUNE DI BARI- RIPARTIZIONE INFRASTRUTTURE, VIABILITA' E OO.PP.;80015010723;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;PIANO DI RIQUALIFICAZIONE URBANA LAMA BALICE STRALCIO S2;PIANO DI RIQUALIFICAZIONE LAMA URBANA BALICE STRALCIO S3;Mq;0,00;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45200000-9;No;5.192.587,81;3.811.292,54;0,00;No;null;0;null;null;5.192,59;0,00;Privato;Cause tecniche;1998;20/12/2012;null;PIANO DI RIQUALIFICAZIONE URBANA LAMA BALICE;LAMA BALICE;41.1030489912552;16.8457301176062
Regione Puglia;I74H01000280001;Regionale;ARCA SUD SALENTO ( Ex - ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI LECCE );152490751;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di nuova costruzione di n. 24 alloggi di erp in via Tobagi, Varisco e Tarantelli;LAVORI DI NUOVA COSTRUZIONE DI N.24 ALLOGGI;Mq;2.040,00;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45211341-1;No;2.065.827,00;1.541.507,80;0,00;Si;800.000,00;0;N;null;2.065,83;2.065,83;Statale;Mancanza fondi;2001;01/10/2013;null;SERVIZIO PROGETTAZIONE*ZONA PEEP*LAVORI DI NUOVA COSTRUZIONE DI N.24 ALLOGGI;VIA TOBACI, VARISCO, TARANTELLI;40.4544993932605;18.0359560695221
Regione Puglia;J99D98000000001;Regionale;COMUNE DI BARI- RIPARTIZIONE INFRASTRUTTURE, VIABILITA' E OO.PP.;80015010723;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;PIANO DI RIQUALIFICAZIONE LAMA URBANA BALICE STRALCIO S3;PIANO DI RIQUALIFICAZIONE;Mq;0,00;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45200000-9;No;2.535.803,37;1.398.596,60;0,00;No;null;0;N;null;2.535,80;2.535,80;Statale;Cause tecniche;1998;20/12/2012;null;PIANO DI RIQUALIFICAZIONE URBANA LAMA BALICE;LAMA BALICE;41.1030489912552;16.8457301176062
Regione Puglia;J91B13000220004;Regionale;Comune di Villa Castelli;205780745;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Lavori di completamento della circonvallazione;LAVORI DI COMPLETAMENTO DEL TRACCIATO DELLA CIRCONVALLAZIONE DELL?ABITATO DI VILLA CASTELLI;Ml;4.000,00;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45233120-6;No;1.840.000,00;1.333.234,24;0,00;Si;2.000.000,00;0;N;null;1.333,23;1.333,23;Comunale;Mancanza fondi;2013;21/11/2013;null;CIRCONVALLAZIONE;VIA CIRCONVALLAZIONE;40.5636245874673;17.4805591806067
Regione Sardegna;I57D04000000002;Regionale;COMUNE DI TEULADA;80013330925;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI PER LA REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE PRIMARIA NEL P.I.P.;LAVORI  DI REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE PRIMARIA DEL P.I.P.;Mq;73.523,00;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45200000-9;No;860.000,00;675.702,05;519.862,69;Si;255.000,00;55,86;null;null;860,00;860,00;Regionale;Fallimento liq. coatta;2004;29/06/2006;null;null;null;38.9699247536204;8.72774773334173
Regione Sardegna;C25F11000120005;Regionale;comune di la maddalena;82004370902;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;IMPIANTO FOTOVOLTAICO IN QUATTRO EDIFICI COMUNALI;REALIZZAZIONE DI IMPIANTI FOTOVOLTAICI SULLE COPERTURE DI QUATTRO EDIFICI COMUNALI PER LA PRODUZIONE DI ENERGIA DA FONTI RINNOVABILI FINALIZZATA AL RISPARMIO ENERGETICO.;Kw;66,47;6;PRODUZIONE  DI ENERGIA;998;ALTRI IMPIANTI PRODUZIONE ENERGIE RINNOVABILI E ALTERNATIVE;null;No;299.677,00;144.395,90;144.395,90;No;null;100;N;null;199,96;199,96;Statale,Comunale;Cause tecniche;2011;10/10/2011;null;NUMERO 4 EDIFICI DI PROPRIETA' DEL COMUNE DI LA MADDALENA;VIE VARIE;41.2271895303378;9.42108803705841
Regione Sardegna;H36H91000000004;Regionale;Comune di Vallermosa;80014530929;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE LAGO COLLINARE;COSTRUZIONE LAGO COLLINARE;Mc;65.000,00;15;RISORSE IDRICHE;110;DIGHE;45247230-1;No;419.286,58;426.398,17;426.398,17;No;null;100;N;null;419,29;419,29;Comunale;Cause tecniche;1991;27/03/2014;null;COSTRUZIONE LAGO COLLINARE;LOC. CANALE SA RUTEDDA;39.3664517218744;8.77651130406084
